title,author,genre,teaser,moods,buyLink,downloadLink
Last Night at the Telegraph Club,Malinda Lo,historical fiction,A Chinese American girl discovers a club for women who love women in 1950s San Francisco.,"gl romance,heartbreaking,drama",https://www.amazon.in/s?k=Last+Night+at+the+Telegraph+Club+kindle+edition,https://www.amazon.in/s?k=Last+Night+at+the+Telegraph+Club+kindle+edition
The Midnight Girls,Alicia Jasinska,fantasy,Two witches compete to catch a prince in a winter wonderland. They catch each other instead.,"gl romance,fantasy,dark romance",https://www.amazon.in/s?k=The+Midnight+Girls+kindle+edition,https://www.amazon.in/s?k=The+Midnight+Girls+kindle+edition
Pachinko,Min Jin Lee,historical fiction,"Four generations of a Korean family navigate war, discrimination and sacrifice. Legacy is heavy.","drama,heartbreaking,thought-provoking",https://www.amazon.in/s?k=Pachinko+kindle+edition,https://www.amazon.in/s?k=Pachinko+kindle+edition
The Help,Kathryn Stockett,historical fiction,Black maids and a young white woman secretly write a book about their lives in 1960s Mississippi.,"drama,inspiring,thought-provoking",https://www.amazon.in/s?k=The+Help+kindle+edition,https://www.amazon.in/s?k=The+Help+kindle+edition
Atonement,Ian McEwan,literary fiction,A child's lie destroys two lives. Decades later she tries to write herself forgiveness.,"drama,heartbreaking,thought-provoking",https://www.amazon.in/s?k=Atonement+kindle+edition,https://www.amazon.in/s?k=Atonement+kindle+edition
The Hours,Michael Cunningham,literary fiction,Three women across different eras are connected by a single book and the weight of living.,"drama,thought-provoking,heartbreaking",https://www.amazon.in/s?k=The+Hours+kindle+edition,https://www.amazon.in/s?k=The+Hours+kindle+edition
Circe,Madeline Miller,mythology,The witch of Greek mythology tells her own story. She was never just a villain.,"drama,fantasy,thought-provoking",https://www.amazon.in/s?k=Circe+kindle+edition,https://www.amazon.in/s?k=Circe+kindle+edition
Cutting for Stone,Abraham Verghese,literary fiction,Twin brothers born in an Ethiopian mission hospital are separated by fate and reunited by medicine.,"drama,heartbreaking,inspiring",https://www.amazon.in/s?k=Cutting+for+Stone+kindle+edition,https://www.amazon.in/s?k=Cutting+for+Stone+kindle+edition
Behind the Beautiful Forevers,Katherine Boo,non-fiction,Life and death in a Mumbai slum beside the international airport. Astonishing and devastating.,"drama,thought-provoking,heartbreaking",https://www.amazon.in/s?k=Behind+the+Beautiful+Forevers+kindle+edition,https://www.amazon.in/s?k=Behind+the+Beautiful+Forevers+kindle+edition
The Poisonwood Bible,Barbara Kingsolver,literary fiction,A missionary takes his family to the Congo. The jungle changes all of them.,"drama,thought-provoking,heartbreaking",https://www.amazon.in/s?k=The+Poisonwood+Bible+kindle+edition,https://www.amazon.in/s?k=The+Poisonwood+Bible+kindle+edition
The God of Small Things,Arundhati Roy,literary fiction,Twins in Kerala carry a secret that destroyed their family. The smallest things matter most.,"drama,heartbreaking,romantic",https://www.amazon.in/s?k=The+God+of+Small+Things+kindle+edition,https://www.amazon.in/s?k=The+God+of+Small+Things+kindle+edition
White Teeth,Zadie Smith,literary fiction,"Two families — one English, one Bangladeshi — navigate identity, faith and history in London.","drama,humorous,thought-provoking",https://www.amazon.in/s?k=White+Teeth+kindle+edition,https://www.amazon.in/s?k=White+Teeth+kindle+edition
Hamlet,William Shakespeare,classic,A prince seeks revenge for his father's murder. Everyone pays the price.,"tragedy,drama,thought-provoking",https://www.amazon.in/s?k=Hamlet+kindle+edition,https://www.amazon.in/s?k=Hamlet+kindle+edition
The Great Alone,Kristin Hannah,literary fiction,A family moves to isolated Alaska. The wilderness mirrors a father's unraveling mind.,"tragedy,heartbreaking,drama",https://www.amazon.in/s?k=The+Great+Alone+kindle+edition,https://www.amazon.in/s?k=The+Great+Alone+kindle+edition
Beloved,Toni Morrison,literary fiction,A formerly enslaved woman is haunted by the ghost of her dead daughter. The past never leaves.,"tragedy,heartbreaking,thought-provoking",https://www.amazon.in/s?k=Beloved+kindle+edition,https://www.amazon.in/s?k=Beloved+kindle+edition
Of Human Bondage,W. Somerset Maugham,literary fiction,"A young man with a clubfoot pursues art, medicine and a destructive love. Life resists his plans.","tragedy,drama,thought-provoking",https://www.amazon.in/s?k=Of+Human+Bondage+kindle+edition,https://www.amazon.in/s?k=Of+Human+Bondage+kindle+edition
The Corrections,Jonathan Franzen,literary fiction,An aging couple's three adult children each carry wounds the parents inflicted. Christmas is coming.,"tragedy,drama,humorous",https://www.amazon.in/s?k=The+Corrections+kindle+edition,https://www.amazon.in/s?k=The+Corrections+kindle+edition
Requiem for a Dream,Hubert Selby Jr.,literary fiction,Four people chase their dreams through addiction. The fall is unbearable to watch.,"tragedy,heartbreaking,thought-provoking",https://www.amazon.in/s?k=Requiem+for+a+Dream+kindle+edition,https://www.amazon.in/s?k=Requiem+for+a+Dream+kindle+edition
The Virgin Suicides,Jeffrey Eugenides,literary fiction,Five sisters die one by one. The neighborhood boys spend decades trying to understand why.,"tragedy,mysterious,drama",https://www.amazon.in/s?k=The+Virgin+Suicides+kindle+edition,https://www.amazon.in/s?k=The+Virgin+Suicides+kindle+edition
Death of a Salesman,Arthur Miller,classic,An aging salesman confronts the collapse of his American dream. His sons watch helplessly.,"tragedy,drama,thought-provoking",https://www.amazon.in/s?k=Death+of+a+Salesman+kindle+edition,https://www.amazon.in/s?k=Death+of+a+Salesman+kindle+edition
Lolita,Vladimir Nabokov,literary fiction,A man justifies the unjustifiable in beautiful prose. The horror is in what he refuses to see.,"tragedy,thought-provoking,dark romance",https://www.amazon.in/s?k=Lolita+kindle+edition,https://www.amazon.in/s?k=Lolita+kindle+edition
The Way of Kings,Brandon Sanderson,epic fantasy,A world of storms and ancient evils. Three people carry the fate of everything on their shoulders.,"fantasy,adventurous,thought-provoking",https://www.amazon.in/s?k=The+Way+of+Kings+kindle+edition,https://www.amazon.in/s?k=The+Way+of+Kings+kindle+edition
Jonathan Strange and Mr Norrell,Susanna Clarke,fantasy,Two magicians bring magic back to England. Their rivalry reshapes both history and magic.,"fantasy,mysterious,drama",https://www.amazon.in/s?k=Jonathan+Strange+and+Mr+Norrell+kindle+edition,https://www.amazon.in/s?k=Jonathan+Strange+and+Mr+Norrell+kindle+edition
The Night Circus,Erin Morgenstern,fantasy,Two young magicians compete inside a mysterious black-and-white circus. The contest will cost one their life.,"fantasy,romantic,mysterious",https://www.amazon.in/s?k=The+Night+Circus+kindle+edition,https://www.amazon.in/s?k=The+Night+Circus+kindle+edition
Piranesi,Susanna Clarke,fantasy mystery,A man lives in a labyrinthine house filled with statues and tides. He is not alone.,"fantasy,mysterious,thought-provoking",https://www.amazon.in/s?k=Piranesi+kindle+edition,https://www.amazon.in/s?k=Piranesi+kindle+edition
American Gods,Neil Gaiman,fantasy,Old gods brought to America by immigrants fight the new gods of technology and media.,"fantasy,thought-provoking,adventurous",https://www.amazon.in/s?k=American+Gods+kindle+edition,https://www.amazon.in/s?k=American+Gods+kindle+edition
The Lies of Locke Lamora,Scott Lynch,fantasy,A gang of thieves con the nobility of a city built on secrets. They push their luck too far.,"fantasy,adventurous,humorous",https://www.amazon.in/s?k=The+Lies+of+Locke+Lamora+kindle+edition,https://www.amazon.in/s?k=The+Lies+of+Locke+Lamora+kindle+edition
Six of Crows,Leigh Bardugo,fantasy,Six outcasts plan an impossible heist. The crew is broken. The plan is brilliant.,"fantasy,adventurous,dark romance",https://www.amazon.in/s?k=Six+of+Crows+kindle+edition,https://www.amazon.in/s?k=Six+of+Crows+kindle+edition
The Blade Itself,Joe Abercrombie,grimdark fantasy,Heroes are not what they seem in a world of brutal politics and war. Everyone has blood on their hands.,"fantasy,dark romance,thought-provoking",https://www.amazon.in/s?k=The+Blade+Itself+kindle+edition,https://www.amazon.in/s?k=The+Blade+Itself+kindle+edition
Uprooted,Naomi Novik,fantasy,A village girl is taken by a cold wizard to serve him for ten years. She has her own power.,"fantasy,romantic,adventurous",https://www.amazon.in/s?k=Uprooted+kindle+edition,https://www.amazon.in/s?k=Uprooted+kindle+edition
The Bear and the Nightingale,Katherine Arden,fantasy,A wild girl in medieval Russia must save her village from the old spirits her family has forgotten.,"fantasy,adventurous,mysterious",https://www.amazon.in/s?k=The+Bear+and+the+Nightingale+kindle+edition,https://www.amazon.in/s?k=The+Bear+and+the+Nightingale+kindle+edition
